index,word,fixation_order,samples_duration_in_fixations,total_fixations,total_duration_samples_in_fixation,count_letters,count_fixation_normalized
334,Buchwald,"[1428, 1430, 1540, 1542, 1599, 1630, 1632, 1634, 1636, 2249, 2488, 2490, 2536, 2568]","{1428: 45, 1430: 47, 1540: 20, 1542: 15, 1599: 3, 1630: 2, 1632: 7, 1634: 3, 1636: 3, 2249: 5, 2488: 10, 2490: 11, 2536: 7, 2568: 28}",14,206,8,25.75
335,said.,"[1541, 1543, 1598, 1631, 2250, 2252, 2268, 2489, 2535, 2537, 2567]","{1541: 1, 1543: 18, 1598: 5, 1631: 7, 2250: 2, 2252: 1, 2268: 2, 2489: 1, 2535: 1, 2537: 1, 2567: 3}",11,42,5,8.4
336,``It,"[1597, 1629, 2251, 2253, 2267, 2534, 2569]","{1597: 1, 1629: 1, 2251: 7, 2253: 10, 2267: 3, 2534: 1, 2569: 1}",7,24,4,6.0
337,is,"[1544, 1596, 1637, 2254, 2266, 2538, 2570]","{1544: 1, 1596: 1, 1637: 1, 2254: 1, 2266: 1, 2538: 1, 2570: 1}",7,7,2,3.5
338,a,"[2566, 2571]","{2566: 1, 2571: 10}",2,11,1,11.0
339,very,"[1545, 1595, 1638, 2068, 2265, 2533, 2539, 2572]","{1545: 23, 1595: 6, 1638: 1, 2068: 2, 2265: 1, 2533: 2, 2539: 1, 2572: 2}",8,38,4,9.5
340,powerful,"[1546, 1639, 2067, 2255, 2264, 2532, 2540, 2565, 2573]","{1546: 28, 1639: 18, 2067: 8, 2255: 1, 2264: 4, 2532: 3, 2540: 1, 2565: 4, 2573: 3}",9,70,8,8.75
341,study,"[1547, 1640, 2066, 2263, 2531, 2541, 2564]","{1547: 26, 1640: 2, 2066: 17, 2263: 2, 2531: 1, 2541: 1, 2564: 3}",7,52,5,10.4
342,and,"[1548, 2065, 2262, 2530, 2563]","{1548: 6, 2065: 6, 2262: 1, 2530: 8, 2563: 3}",5,24,3,8.0
343,"should,","[1549, 1641, 2064, 2261, 2529, 2542, 2562]","{1549: 17, 1641: 1, 2064: 6, 2261: 8, 2529: 1, 2542: 1, 2562: 5}",7,39,7,5.571428571428571
344,except,"[1550, 1642, 2063, 2256, 2260]","{1550: 59, 1642: 1, 2063: 3, 2256: 12, 2260: 9}",5,84,6,14.0
345,for,"[1551, 1643, 1741, 2062, 2257, 2259, 2608]","{1551: 3, 1643: 1, 1741: 3, 2062: 2, 2257: 3, 2259: 9, 2608: 2}",7,23,3,7.666666666666667
346,certain,"[1552, 1554, 1556, 1558, 1568, 1594, 1628, 1644, 2061, 2258, 2392, 2561, 2609]","{1552: 54, 1554: 7, 1556: 4, 1558: 6, 1568: 10, 1594: 1, 1628: 1, 1644: 6, 2061: 2, 2258: 2, 2392: 6, 2561: 2, 2609: 2}",13,103,7,14.714285714285714
347,people,"[1553, 1555, 1557, 1559, 1569, 1645, 2060, 2391, 2393, 2543, 2575, 2610]","{1553: 1, 1555: 3, 1557: 2, 1559: 22, 1569: 20, 1645: 3, 2060: 7, 2391: 19, 2393: 3, 2543: 1, 2575: 1, 2610: 1}",12,83,6,13.833333333333334
348,who,"[1570, 1646, 2059, 2390, 2394, 2611]","{1570: 27, 1646: 3, 2059: 1, 2390: 1, 2394: 1, 2611: 2}",6,35,3,11.666666666666666
349,will,"[1647, 2058, 2389, 2544, 2612]","{1647: 2, 2058: 2, 2389: 1, 2544: 1, 2612: 8}",5,14,4,3.5
350,never,"[1571, 1593, 1627, 1648, 2057, 2560]","{1571: 1, 1593: 1, 1627: 1, 1648: 1, 2057: 4, 2560: 1}",6,9,5,1.8
351,be,"[1572, 1574, 1649, 2056]","{1572: 1, 1574: 33, 1649: 1, 2056: 1}",4,36,2,18.0
352,"satisfied,","[1573, 1575, 1650, 2041, 2055, 2388, 2395, 2545, 2559]","{1573: 1, 1575: 16, 1650: 2, 2041: 5, 2055: 7, 2388: 9, 2395: 2, 2545: 28, 2559: 4}",9,74,10,7.4
353,end,"[2054, 2387, 2558]","{2054: 1, 2387: 16, 2558: 6}",3,23,3,7.666666666666667
354,the,"[2053, 2386, 2396]","{2053: 4, 2386: 2, 2396: 5}",3,11,3,3.6666666666666665
355,cholesterol,"[2042, 2052, 2385, 2397]","{2042: 1, 2052: 13, 2385: 1, 2397: 2}",4,17,11,1.5454545454545454
356,controversy.'',"[1581, 1770, 2043, 2384, 2398]","{1581: 27, 1770: 9, 2043: 1, 2384: 2, 2398: 2}",5,41,14,2.9285714285714284
357,In,"[1769, 1771, 2399]","{1769: 3, 1771: 6, 2399: 1}",3,10,2,5.0
358,the,"[1582, 1760, 1768, 1772, 2044, 2400]","{1582: 2, 1760: 2, 1768: 1, 1772: 3, 2044: 1, 2400: 1}",6,10,3,3.3333333333333335
359,"study,","[1583, 1761, 1763, 1767, 1773, 2045, 2401, 2576]","{1583: 37, 1761: 1, 1763: 4, 1767: 1, 1773: 25, 2045: 1, 2401: 2, 2576: 1}",8,72,6,12.0
360,421,"[1762, 1764, 1766, 1775, 1777, 2046, 2048]","{1762: 1, 1764: 13, 1766: 4, 1775: 1, 1777: 1, 2046: 7, 2048: 18}",7,45,3,15.0
361,people,"[1592, 1765, 1774, 1776, 1778, 2047, 2049, 2402]","{1592: 1, 1765: 3, 1774: 2, 1776: 54, 1778: 38, 2047: 2, 2049: 4, 2402: 1}",8,105,6,17.5
362,who,"[1587, 1626, 1779, 1781, 2050, 2403, 2474]","{1587: 6, 1626: 1, 1779: 1, 1781: 1, 2050: 1, 2403: 1, 2474: 5}",7,16,3,5.333333333333333
363,recovered,"[1586, 1588, 1591, 1625, 1780, 1782, 2051, 2404, 2407, 2473, 2475]","{1586: 10, 1588: 33, 1591: 1, 1625: 39, 1780: 1, 1782: 8, 2051: 14, 2404: 35, 2407: 1, 2473: 11, 2475: 15}",11,168,9,18.666666666666668
364,from,"[1589, 2405, 2472]","{1589: 10, 2405: 1, 2472: 5}",3,16,4,4.0
365,heart,"[1590, 2406, 2471]","{1590: 21, 2406: 63, 2471: 3}",3,87,5,17.4
366,attacks,"[1601, 1603, 1605, 1607, 1611, 1673, 1676, 1678, 1696, 1792, 2272, 2274, 2417, 2599]","{1601: 9, 1603: 2, 1605: 12, 1607: 7, 1611: 32, 1673: 3, 1676: 1, 1678: 67, 1696: 21, 1792: 16, 2272: 4, 2274: 1, 2417: 27, 2599: 5}",14,207,7,29.571428571428573
367,underwent,"[1602, 1604, 1606, 1608, 1610, 1612, 1675, 1677, 1697, 1699, 1704, 1708, 1711, 1718, 1791, 1793, 1809, 2074, 2271, 2273, 2275, 2414, 2416, 2600]","{1602: 1, 1604: 3, 1606: 10, 1608: 11, 1610: 10, 1612: 1, 1675: 1, 1677: 13, 1697: 5, 1699: 1, 1704: 54, 1708: 3, 1711: 2, 1718: 14, 1791: 16, 1793: 1, 1809: 19, 2074: 4, 2271: 7, 2273: 3, 2275: 6, 2414: 2, 2416: 9, 2600: 1}",24,197,9,21.88888888888889
368,the,"[1609, 1698, 1705, 1707, 1709, 1713, 1717, 1720, 1790, 2071, 2073, 2270, 2276, 2293, 2413, 2415, 2491, 2601]","{1609: 5, 1698: 10, 1705: 18, 1707: 6, 1709: 23, 1713: 14, 1717: 5, 1720: 4, 1790: 3, 2071: 1, 2073: 9, 2270: 3, 2276: 1, 2293: 6, 2413: 2, 2415: 3, 2491: 59, 2601: 1}",18,173,3,57.666666666666664
369,"surgery,","[1679, 1695, 1706, 1710, 1712, 1714, 1716, 1789, 1794, 2070, 2072, 2075, 2269, 2277, 2292, 2294, 2412, 2492]","{1679: 1, 1695: 1, 1706: 11, 1710: 10, 1712: 5, 1714: 33, 1716: 8, 1789: 1, 1794: 1, 2070: 2, 2072: 1, 2075: 1, 2269: 1, 2277: 1, 2292: 10, 2294: 2, 2412: 1, 2492: 10}",18,100,8,12.5
370,while,"[1715, 2069, 2278, 2291, 2295, 2411, 2493]","{1715: 4, 2069: 19, 2278: 2, 2291: 1, 2295: 1, 2411: 1, 2493: 54}",7,82,5,16.4
371,a,[2279],{2279: 1},1,1,1,1.0
372,comparison,"[1694, 2076, 2280, 2290, 2296, 2494, 2574]","{1694: 1, 2076: 11, 2280: 14, 2290: 3, 2296: 1, 2494: 23, 2574: 4}",7,57,10,5.7
373,group,"[1730, 1808, 2281, 2289, 2495, 2515]","{1730: 16, 1808: 1, 2281: 1, 2289: 3, 2495: 25, 2515: 1}",6,47,5,9.4
374,of,"[1731, 2282, 2288, 2496]","{1731: 1, 2282: 4, 2288: 1, 2496: 12}",4,18,2,9.0
375,417,"[1680, 1732, 1736, 2283, 2287]","{1680: 1, 1732: 26, 1736: 27, 2283: 1, 2287: 1}",5,56,3,18.666666666666668
376,people,"[1733, 1735, 1737, 2284, 2286, 2466, 2497, 2528, 2607, 2618]","{1733: 6, 1735: 7, 1737: 23, 2284: 10, 2286: 2, 2466: 1, 2497: 4, 2528: 1, 2607: 14, 2618: 5}",10,73,6,12.166666666666666
377,were,"[1681, 1734, 1738, 1740, 1742, 1807, 1856, 1858, 1860, 2285, 2447, 2452, 2498, 2516, 2527, 2617, 2619]","{1681: 1, 1734: 17, 1738: 3, 1740: 9, 1742: 13, 1807: 1, 1856: 4, 1858: 1, 1860: 1, 2285: 5, 2447: 30, 2452: 1, 2498: 38, 2516: 1, 2527: 1, 2617: 2, 2619: 1}",17,129,4,32.25
378,treated,"[1613, 1693, 1739, 1743, 1788, 1857, 1859, 1861, 2410, 2448, 2467, 2499, 2616]","{1613: 1, 1693: 1, 1739: 1, 1743: 45, 1788: 1, 1857: 3, 1859: 33, 1861: 27, 2410: 1, 2448: 18, 2467: 1, 2499: 59, 2616: 1}",13,192,7,27.428571428571427
379,with,"[1745, 1862, 2449, 2500, 2502, 2504, 2584, 2615]","{1745: 17, 1862: 2, 2449: 24, 2500: 1, 2502: 1, 2504: 1, 2584: 2, 2615: 1}",8,49,4,12.25
380,diet,"[1692, 1744, 1746, 1863, 2297, 2501, 2503, 2505, 2583, 2602, 2614]","{1692: 1, 1744: 6, 1746: 21, 1863: 10, 2297: 1, 2501: 4, 2503: 10, 2505: 11, 2583: 1, 2602: 1, 2614: 3}",11,69,4,17.25
381,alone.,"[1691, 1747, 1795, 2506, 2526, 2582, 2613]","{1691: 1, 1747: 2, 1795: 1, 2506: 12, 2526: 1, 2582: 9, 2613: 1}",7,27,6,4.5
382,At,"[1614, 1748, 2507]","{1614: 1, 1748: 12, 2507: 6}",3,19,2,9.5
383,the,"[1749, 2298, 2508, 2520, 2525, 2581]","{1749: 24, 2298: 1, 2508: 21, 2520: 8, 2525: 1, 2581: 1}",6,56,3,18.666666666666668
384,start,"[1690, 1750, 1787, 2409, 2509, 2519, 2521, 2524, 2580]","{1690: 1, 1750: 3, 1787: 1, 2409: 1, 2509: 2, 2519: 3, 2521: 2, 2524: 2, 2580: 1}",9,16,5,3.2
385,of,"[1751, 2510, 2522, 2554, 2603]","{1751: 1, 2510: 1, 2522: 3, 2554: 3, 2603: 1}",5,9,2,4.5
386,the,"[1682, 1752, 2511, 2513, 2518, 2523, 2546, 2555, 2557, 2579]","{1682: 1, 1752: 11, 2511: 3, 2513: 4, 2518: 4, 2523: 9, 2546: 11, 2555: 2, 2557: 1, 2579: 1}",10,47,3,15.666666666666666
387,"study,","[1689, 1753, 1796, 2512, 2514, 2517, 2547, 2551, 2553, 2556]","{1689: 1, 1753: 24, 1796: 1, 2512: 4, 2514: 3, 2517: 18, 2547: 4, 2551: 1, 2553: 9, 2556: 3}",10,68,6,11.333333333333334
388,their,"[1688, 1754, 1756, 2548, 2552]","{1688: 7, 1754: 1, 1756: 4, 2548: 15, 2552: 12}",5,39,5,7.8
389,average,"[1683, 1687, 1755, 1757, 2299, 2549, 2578]","{1683: 1, 1687: 2, 1755: 8, 1757: 29, 2299: 30, 2549: 7, 2578: 1}",7,78,7,11.142857142857142
390,cholesterol,"[1615, 1617, 1684, 1686, 1758, 1806, 2300, 2468, 2550, 2606]","{1615: 3, 1617: 2, 1684: 1, 1686: 5, 1758: 32, 1806: 1, 2300: 6, 2468: 1, 2550: 35, 2606: 3}",10,89,11,8.090909090909092
391,levels,"[1616, 1618, 1685, 1759, 2301, 2303, 2577, 2605]","{1616: 4, 1618: 2, 1685: 13, 1759: 28, 2301: 1, 2303: 3, 2577: 1, 2605: 5}",8,57,6,9.5
392,were,"[1619, 2302, 2304, 2408, 2604]","{1619: 3, 2302: 11, 2304: 4, 2408: 1, 2604: 14}",5,33,4,8.25
393,251.,"[1620, 1797, 1805, 2305, 2469]","{1620: 2, 1797: 1, 1805: 1, 2305: 1, 2469: 1}",5,6,4,1.5
394,The,"[1798, 2306]","{1798: 4, 2306: 1}",2,5,3,1.6666666666666667
395,surgery,"[1621, 1623, 1799, 1804]","{1621: 1, 1623: 24, 1799: 4, 1804: 1}",4,30,7,4.285714285714286
396,lowered,"[1622, 1624, 1783, 1800, 2307]","{1622: 4, 1624: 12, 1783: 39, 1800: 6, 2307: 1}",5,62,7,8.857142857142858
397,people's,"[1784, 1786, 1801, 1803, 2308]","{1784: 66, 1786: 1, 1801: 1, 1803: 1, 2308: 1}",5,70,8,8.75
398,cholesterol,"[1785, 1802, 2309, 2470]","{1785: 6, 1802: 4, 2309: 13, 2470: 11}",4,34,11,3.090909090909091
399,23,[1671],{1671: 3},1,3,2,1.5
400,percent.,"[1672, 1674, 1810, 1814, 1829, 2432, 2462]","{1672: 20, 1674: 3, 1810: 26, 1814: 8, 1829: 36, 2432: 25, 2462: 7}",7,125,8,15.625
401,The,"[1811, 1813, 1815, 1831, 1833, 2433, 2461]","{1811: 53, 1813: 7, 1815: 1, 1831: 2, 1833: 36, 2433: 4, 2461: 1}",7,104,3,34.666666666666664
402,overall,"[1719, 1721, 1723, 1812, 1816, 1828, 1830, 1832, 2434, 2460]","{1719: 14, 1721: 6, 1723: 62, 1812: 1, 1816: 1, 1828: 1, 1830: 54, 1832: 4, 2434: 33, 2460: 1}",10,177,7,25.285714285714285
403,risk,"[1722, 1724, 1845, 2435, 2463]","{1722: 7, 1724: 2, 1845: 17, 2435: 1, 2463: 1}",5,28,4,7.0
404,of,"[1725, 1846, 2459]","{1725: 2, 1846: 2, 2459: 2}",3,6,2,3.0
405,dying,"[1726, 1817, 1847, 1849, 2436, 2458]","{1726: 37, 1817: 1, 1847: 42, 1849: 72, 2436: 44, 2458: 11}",6,207,5,41.4
406,from,"[1727, 1848, 1850, 2437, 2439, 2457, 2464]","{1727: 20, 1848: 3, 1850: 8, 2437: 4, 2439: 6, 2457: 3, 2464: 1}",7,45,4,11.25
407,heart,"[1728, 1818, 1851, 2438, 2440, 2442, 2456]","{1728: 26, 1818: 1, 1851: 55, 2438: 1, 2440: 18, 2442: 3, 2456: 2}",7,106,5,21.2
408,disease,"[1729, 1852, 2441, 2443, 2455, 2465]","{1729: 21, 1852: 29, 2441: 13, 2443: 8, 2455: 1, 2465: 1}",6,73,7,10.428571428571429
409,or,"[1853, 2444]","{1853: 1, 2444: 9}",2,10,2,5.0
410,suffering,"[1819, 1854, 2445, 2454]","{1819: 1, 1854: 31, 2445: 20, 2454: 17}",4,69,9,7.666666666666667
411,another,"[1855, 1867, 2446, 2453, 2587]","{1855: 41, 1867: 1, 2446: 13, 2453: 3, 2587: 4}",5,62,7,8.857142857142858
412,non-fatal,"[1866, 1868, 2451, 2586, 2588]","{1866: 2, 1868: 1, 2451: 1, 2586: 3, 2588: 3}",5,10,9,1.1111111111111112
413,heart,"[1827, 1869, 2450, 2585]","{1827: 1, 1869: 1, 2450: 25, 2585: 1}",4,28,5,5.6
414,attack,"[1865, 1870, 1877]","{1865: 7, 1870: 2, 1877: 3}",3,12,6,2.0
415,was,"[1871, 1876]","{1871: 2, 1876: 2}",2,4,3,1.3333333333333333
416,reduced,"[1872, 1875]","{1872: 5, 1875: 4}",2,9,7,1.2857142857142858
417,35,"[1651, 1874]","{1651: 1, 1874: 2}",2,3,2,1.5
418,percent,"[1652, 1873]","{1652: 1, 1873: 11}",2,12,7,1.7142857142857142
419,among,[1820],{1820: 1},1,1,5,0.2
420,the,[1826],{1826: 1},1,1,3,0.3333333333333333
421,surgical,[],{},0,0,8,0.0
422,patients,[1821],{1821: 1},1,1,8,0.125
423,with,[],{},0,0,4,0.0
424,the,[],{},0,0,3,0.0
425,healthiest,[],{},0,0,10,0.0
426,hearts.,[],{},0,0,7,0.0
427,The,[],{},0,0,3,0.0
428,surgical,"[1822, 1825]","{1822: 3, 1825: 1}",2,4,8,0.5
429,patients,[1823],{1823: 14},1,14,8,1.75
430,also,[1824],{1824: 13},1,13,4,3.25
431,required,[2418],{2418: 14},1,14,8,1.75
432,less,"[2419, 2431]","{2419: 6, 2431: 6}",2,12,4,3.0
433,than,"[1834, 2420, 2430]","{1834: 6, 2420: 1, 2430: 1}",3,8,4,2.0
434,half,"[1835, 1837, 1839, 1841, 1843, 2429]","{1835: 1, 1837: 4, 1839: 11, 1841: 6, 1843: 8, 2429: 2}",6,32,4,8.0
435,as,"[1836, 1838, 1840, 1842, 1844, 2428]","{1836: 4, 1838: 10, 1840: 6, 1842: 1, 1844: 25, 2428: 2}",6,48,2,24.0
436,many,"[2421, 2427]","{2421: 1, 2427: 2}",2,3,4,0.75
437,coronary,[2426],{2426: 3},1,3,8,0.375
438,bypass,[2425],{2425: 1},1,1,6,0.16666666666666666
439,operations,[2424],{2424: 2},1,2,10,0.2
440,because,[2423],{2423: 1},1,1,7,0.14285714285714285
441,of,[],{},0,0,2,0.0
442,clogged,[2422],{2422: 1},1,1,7,0.14285714285714285
443,heart,[],{},0,0,5,0.0
444,arteries.,[1864],{1864: 7},1,7,9,0.7777777777777778
